text,sentiment
"Great moisturizer! a little goes a long way, super thick but doesnt feel thick and heavy on the skin! if you have oily skin and sensitive skin this is great for you!",1
"I have been using this for a couple of months now and I have not seen any difference in my Oiliness or breakouts. Throughout the day, I unfortunately become more oily especially on my forehead and chin after cleansing with this product and using my other prescribed acne medications. Once I don’t use the cleanser I dont wake up with an oily residue nor does my face become oily. I am just going to switch back to using REN Cleansing gel. Although, I must say after the shower and then doing my routine it does make my face feel somewhat cleansed when used.",1
"This mask is everything. I literally look forward to using it and that’s a big change for me. I love that you can wear it to bed and don’t have to wash it off. Game changer. I wear it alone and workout, under my makeup, and to bed. Like I said, it’s everything. I’ll be stocking up for sure!",2
this has completely changed my skin. i started using this a year ago. my skin used to always have lots of tiny bumps and i couldn’t get rid of them. my skin texture has improved drastically and my skin tone is much more even,2
"Between the harsh winter and being on Accutane, my lips are taking a beating. I’ve been going through lip balm like crazy since my lips are so cracked and bleeding. A coworker (who’s also on Accutane) told me about this and that it helped immediately. I gave it a try and within a day my lips started feeling better! It absorbs really well into your lips so you’re not left with a thick layer like some lip balms can leave. It smells amazing too. Will definitely be repurchasing!",2
Love this mask. Religious lip balm wearer but this mask makes such a huge difference. I don’t know if I can ever be without it!,2
"I would prefer to rate this as 3.5 but I am unable to. The price point is truly not bad at all because most facial mask are 55 bucks on up. The packaging is clear which isn’t the best for keeping the good ingredients optimum but this isn’t uncommon in most cosmetics products. The ingredients in the mask is clean so that’s a bonus. This mask reminds me a lot of the clinique overnight moisture surg mask. The texture is whipped and creamy so it does sink into my skin pretty quickly. For some reason I am turned off by the smell. It smells like beer to me. I do experience a slightly tingling effect but it literally only last for 15 to 30 seconds. Overall, I have to say this mask does not work well for me overnight.  I never notice a difference when I am using it overnight.  It’s like, I wake up and it feel like I haven’t put anything on my face (by the way this with a complete facial regime). As strange as this may sound, I experience the most benefits when I keep this mask on for about 10 to 20 mins and then rinse it off. When I do that, my skin feels smooth and hydrated.  I don’t notice much of brightening effect. I mainly use it for hydration.  Overall I probably will not repurchase willingly because I rather explore other mask. The only other overnight mask I have tried was PTR cucumber & rose mask and clinique overnight mask. I have never really noticed a huge difference when using any of these overnight mask. Overall this is a decent mask. I Can’t say there’s better overnight mask out there because I personally haven’t tried many. I just know the mask by fresh (necter vitamin c, Sugar scrub polish and the black tea instant perfection) all have did my skin justice.",1
So far this seems to be a good SPF. It has not left a white cast and it wore well under makeup. The only concern I have is that it seem to pill on my hand which was strange. I noticed the white cast there and it accentuated dryness on my hand. Very strange. I’ll keep monitoring to see how it does in my skin.,1
"I LOVE Rosebud Salve...I tried to live without it the last few months and just could not find anything to compare to it’s awesomeness. The smell is yummy and slightly floral, the texture is silky and smooth on the lips without being greasy or sticky. It is the ultimate lip balm. I have also used it on occasion to soothe a dry patch or blemish when moisturizer was not available. I give only this warning....DO NOT order this product during the heat of summer or leave it in your car in the sun. It will melt! BUT, as long as you keep it indoors it will last forever! Love it...and boys seem to like it to because its colorless, it doesn’t leave any kiss marks.",2
Need very little & puffiness definitely decreases!,1
Gifted by fresh- extremely hydrating and smells amazing. Having champed lips in the summer is the worst and this has been my go-to! It even adds a very subtle lip color which I absolutely love! I would 100% recommend,2
I wrote a detailed review on my blog! https://themostbeautifulmakeupispassion.wordpress.com/2016/01/03/battle-of-the-brands-josie-maran-100-pure-argan-oil-vs-physicians-formula-argan-wear-ultra-nourishing-argan-oil/,1
This wonderful gel moisturizer gifted is very hydrating and moisturizing while still being in the form of a light gel. It does leave my skin bright and glowing as well as very hydrated and plump. I also really like the refillable pod which creates less trash. Another great product from glow recipe!,2
"I received this Daily Microfoliant complimentary from Dermalogica in exchange for my honest review. This is a very useful exfoliator, and makes my skin feel so clean after using it! It is a gentle exfoliator too so I love that I can use this every day on my skin with no worries! My skin definitely looks a bit brighter after using this exfoliator regularly!",2
I was steptical of this product because there was so much hype about it - and the hefty price tag. This transformed my skin in less than a week. I had very deep set acne scarring and it has reduced by 1/2. IN LESS than a week!! I will never stop using this product. Every day I use it my skin has gotten better. Just make sure to use an spf!!,2
I had really dry and cracked lips for what felt like months and it was so frustrating and painful to deal with. I tried using my Smith’s rosebud salve and it just wasn’t doing it for me. My friend recommended this product to me a few days before an event and after using it I have never been happier to start wearing lipsticks again. This mask completely transformed them! I use it every night now.,2
I am so glad that i was given this opportunity to try this samples gifted by Dermologica sampIing campaign. used this for seven days and i am loving the results. I am definitely going to buy full size . These has made my skin look smooth and soft.,2
I received this product complimentary from Influenster for testing and review purposes. This product does everything it claims!! One pump easily covers the entire face. It smells amazing. I wake up every morning with my skin smooth and refreshed! It has a very slight tingly feeling that lets you know the acids are going to work! It did not dry out or irritate my skin. Highly recommend!!,2
I have been using this product for several months. Switched from Purity Made Simple. I use that in the shower in the morning. This product gets all my mascara off with very little effort...no raccoon eyes which I had with Purity.. My makeup come right off and my face feels amazing when I’m done!! So soft. I follow with Clinique Clarifying Lotion. Cotton ball is always clean. My only complaint would be the ring of make-up left in the sink but it does just rinse away. Next time I’m getting the big bottle!,2
"Before this I really wanted to wear foundation but no matter how I apply it I feel like I’m doing it wrong, but this Dr Jart  just makes a really great difference and I like it a lot better than the foundations I’ve tried. It’s very lightweight and it has sunscreen!",2
"This is so far the best toner I’ve used, on my fourth bottle now. I have oily skin but my forehead can be both dehydrated and oily at the same time (weird...) especially in winter. This toner is super hydrating and it feels so light-weight. For some other toners which advertise for their deep hydration, they can be sticky and I hate that feeling. This one is just different. Moreover, I STOPPED GROWING ACNE!! That is just miracle. I’m a skincare fanatic and I purchase different products every time when I shop in Sephora. This is the only toner which I am 100% sure that it helped my acne situation a lot.Although the scent is not pleasant at all... but the result definitely worth the 2-second suffering when you are applying it lmao.",2
"I love love love this!. I wish however that sephora would sell the travel size not sure why they stopped and only offer it in gift sets as the tacha website sells the travel size. But anyway I love this enzyme powder, it’s gentle that I can use it more then once a week and I have bought this over and over and over again. This is my first time buying the full size as I use to get the travel size on its own or in a gift set. I little go a long way and the travel size amount actually lasts me a long time. With this product I notice that it helps my skin in my t-zone and the area right under my bottom lips to feel smooth. I stopped using this because Sephora wasn’t telling the travel size version anyone and bought something else which did nothing for my skin. Now I finally bought the full size and happy to be using this product again.",2
"Prior to this review, I haven’t been one to write reviews. This product is so AMAZING it deserves the unconventional response. As a woman drippin in melanin this product works. No white cast, no greasy feeling, and all the protection I need. Ok Supergoop! take my money!",2
"I initially got this mask as a sample, and went back to buy the full product the next week. This is a great mask to help even and tighten your skin, and has helped with my acne a lot as well. I consider this to be more of a light weight mask since it does not leave the skin very dry and I use it 2-3 times a week. It has an interesting texture - more of a gel than a traditional facemask.",2
Super smooth! Smells delicious. I love it!! I wear it every day before make up or to work out and it is perfect,2
I absolutely love this product! My skin gets so dry in winter but this products helps so much in keeping it moistured and is the perfect base to start my makeup! I’m so obsessed. It gives me the smoothest finish and look. This was gifted,2
"I like that it doesn’t break out my skin & isn’t too greasy, but it pills sooo bad when I use it after my serums and moisturizer. I’d only recommend this product if it’s the only thing you put on your face.",1
"I received The Essence complimentary from Influenster. I can’t belive I haven’t used an essence in my skin care routine before! Ever since I tried it it’s a must! It makes my skin feel very hydrated, absorbs into the skin really fast and definitely makes my skin very soft! I would definitely buy another bottle when I finish this one! Totally recommend!",2
I use this both as a sleeping mask and during the day. I originally received a sample and was comparing it to a sample of Illi mask. The Laneige mask moisturized my lips and saw improvement vs Illi no difference after multiple uses. Love to try gummy bear and other flavors.,2
This is an awesome product. It can be used on your hair and/or skin and leaves it soft and supple...not greasy. It’s a definite must buy and I’d reccommend it for combination skin types as well as dry.,2
"I really enjoyed the feel and non greasiness, smoothness & how it made my face & neck look & feel.  It is truly a wonderful and fabulous product!",1
I think the consistency is quite nice and thick. Did not experience any bumps or breakouts but unfortunately I have to quit this item because of the ingredients. PEG and EDTA etc. If this had better ingredients it would be my holy grail item.,0
"I usually use Korres Pomegranate Moisturizer during the summer, but I thought that I would try this moisturizer because it was less expensive. After 2.5 weeks I just had to return it because I had tons of pimples under my skin and the worst that I’ve had in the last year was a stress zit! I couldn’t believe it! Maybe it’s the unnatural ingredients in this moisturizer, but it caused me to breakout for the first time in years. I would definitely not recommend this moisturizer to anyone unless they want to get zits.",0
"As someone that’s tried at home ‘peels’ before I must admit this is the best I’ve tried, especially because of the price. My 45 year old skin is clear, soft and glowing. This absolutely gets rid of pesky texture and for me, reduces the appearance of pores. I’m able to use it 3-4 times a week with minimal tingle. If your face is wet or freshly washed and not completely dry it will tingle more.  Seriously a must try, especially if you’ve thought about purchasing something much more expensive. You won’t be disappointed!",2
"I wanted to love this mask so much because it looked so good. I put this mask on just like it told me to and as soon as it was sitting on my face for 2 minutes it started to tingle and burn my skin. It isn’t hydrating at all, it feels like it has peppermint or something in it. It made my skin very red and irritated! Do not use if you have sensitive skin.",0
"So far, I’ve been loving it. I’ve used it a couple of times, and neither time did I have sensitivity issues. I have used DE babyfacial in the past, but I’m in quarantine away from my usual products and couldn’t justify spending the money when I have a full bottle at home! This has worked well for me, plus the blood-like appearance is pretty metal.",2
It doesn’t foam up a whole lot I think it turns into a more milky consistency but it removes my makeup really nice and doesn’t irritate my sensitive skin. I have combination skin and I feel like this would be a pretty good cleanser for most of not all skin types.,2
WOW is all I can say about this cleanser! I don’t wear makeup so it really does the job to really wash away the dirt and grime at the end of the day. My face feels so clean once I finish washing and doesn’t feel dry. Would recommend to everyone!,2
"So far, I’ve been using a trial size and I am absolutely in love! I have dry to very dry skin so I’ve been on a hunt for a good cleansing product that will take off my makeup without leaving my skin looking like a dried prune.I’ve been using a Clarin’s cleaning FOAM, so I was really excited to try this cleansing oil. It is quite different from other non cleansing foams that I’ve tried because it lathers a bit which is what I like. It’s also great because it does not feel oily or leave a greasy residue on my skin. I also love eating kale so the smells is quite refreshing and doesn’t smell artificial or too fragranced.I am definitely going to purchase the full size!!!",2
I really wanted to like this cleanser. It smells great and my face felt mositurized after use but the consistency of the oil was much to thick for me. It felt like i was rubbing paste over my face. It didnt help with removing my eye makeup either. I always have to use another cleanser for my face to feel clean afterwards. Will be looking for another cleansing oil.,0
"I decided to give this a go based on the fact that it contains a form of Vitamin C called Tetrahexyldecyl Ascorbate (THD) that is much more stable than L-Ascorbic Acid.  It has a scent - I like it, it smells like orange juice.  I do think the serum is way too thick, though.  And the bottle is deceptively small",1
"I received this as a complimentary from Shiseido and I LOVE it so far!!!!! My skin is on the oily side and this is VERY moisturizing, but I feel my eyes need more moisturize than the rest of my face.",2
"This cream is heavenly! I love It cosmetics products and their skincare never disappoints! This cream is the perfect everyday moisturizer for anti aging benefits and  provides so much moisture to your skin. It’s a thick cream and when I apply it to my skin it immediately calms down my redness and seals all my skincare products into my skin. I use it everyday, morning and night and it is perfect for any skin type including sensitive skin. It’s a must have staple!",2
"I love cleansers that you rub on dry skin. For some reason they seem to work better. This one leaves my skin clean with no filmy/greasy after feel. I gave it 4 out of 5 though because it never quite gets all my eye makeup off--and I don’t wear that much! So if you don’t mind using a separate eye makeup remover, I’d definitely recommend this product.",1
"This product smells very good and I love the feeling of it as it goes on to my skin. As far as keeping my skin matte, I don’t feel like it keeps it matte completely I still have oil come through within a few hours. I do feel like it works well with my skin though. I am going to keep trying it out and see if I notice a difference",1
I love the Josie Maran Moroccan Argan Oil and thought this would be a nice addition but it seems to separate in the tube so I get the oil before the cream.,0
"it’s ok. It did leave my face dry and refreshed, but that’s pretty all it did for me. It didn’t reduce or prevent acne from growing, nor did it do anything to my blackheads; however, it is easy to apply and rinse off while not having any weird or unbearable scent.",1
"Honest god sent. I have always had acne prone skin since I was 13 years old and it’s taken a lot of experimenting to find the right product to do a good job of cleansing my skin and getting rid of my acne scars and acne, white heads, all that fun stuff. This is by far the one I could recommend to anyone, it’s gentle on the skin, it helped me with my acne scarring, and I had a couple large scars on my chin for years but after using this product for a month it has helped amazingly. I slowly start to see the results and my skin looks hydrated, feels clean, and for the price point I am in love with this product. I will not be using any other cleanser but this one as it has helped me quite a lot.",2
I have both this one and the mint one and I like both of them. They are really shiny and not sticky.,2
This product is such a life changer! My lips were always SO chapped no matter the product I used. My lips remain hydrated the entire day!!! plus you don’t have to use a lot to see results. Love this!,2
Absolutely love this! Buy buy buy! I have cystic hormonal acne the most sensitive skin ever...and this keeps it under control. I use it in my morning and nighttime skincare routine and it has definitely helped to keep my acne under control and even improve scarring and discolouration. It can be a bit drying if overused - so just make sure that you moisturize after use. Buy this.,2
WORKS!!! Used points to get deluxe sample of this. Applied morning and night for three days- my under eyes are truly brighter. I was low key hoping it wouldn’t work so I wouldn’t be tempted to buy the full size! If the price turns you off get a sample or a set with a mini and use consistently for a couple days. I now use caffeine de-puffing eye cream in the morning and this at night to maintain my lightened under eyes. Too soon to talk about wrinkle reduction but 5 starts for brightened under eyes and that alone makes me SO happy.,2
"This is the first serum I’ve ever purchased. One bottle lasted me about two full months using two pumps day and night. I definitely felt like I had smoother skin soon after using it. Although the pore reduction was not super noticeable, and it didn’t really have any effect on my acne, I am overall satisfied with product in smoothing my skin.",1
"Perfectly hydrating night mask. I have super dry skin and this is just magical, my skin feels moisturized, hydrated and super soft.",2
Wonderful for fine lines and dark circles. I’ve been issuing this for several months and can tell the difference in fine lines. The lightweight cream has a luxurious moisturizing property.,2
"I have very dry skin, even in the summer. I am not prone to breakouts, except around my chin and mouth area - I was never able to put any kind of moisturizer in this area because it would lead to instant breakouts.I have tried everything from the drug store to very high end moisturizers, and nothing has ever really made my skin feel hydrated, and everything always made my chin/mouth area breakout, even if it was for sensitive skin. Once I started using this product, my skin never feels dry, it soaks right in and does not leave a greasy residue, and I can put it on my chin and around my mouth without breaking out. I use this product before I go to bed, and I use the Light version in the morning before I put on my makeup.This is a great product for very dry skin and I would recommend it to anyone who suffers from flakiness or dryness, including in sensitive areas on the face. My husband also has very dry skin and he started using it too, and he loves it. This is definitely my holy grail moisturizer.",2
"If I put this on at any point in my beauty routine, it leaves my face sticky - even if it is the only thing I’ve put on.  I didn’t want to waste my money by tossing it, though, so I’ve been using the “7 skin method“ by taking this with me to the bath and putting it on my face 7 (okay, maybe more like 4 or 5) times over the course of my relaxing bath..  It is hydrating and seems to soften my skin after it’s been rinsed off after all that.  Just a suggestion for those who bought it and don’t like it, but I wouldn’t recommend it or buy it again.",1
"Amazing moisturizer, one of the best for my skin.,the brand itself is great, but it’s the first time I tried the rose moisturizer, and felt in love with it. Great, so easy to apply, great packaging to last a lot. I’m very satisfied with its quality.",2
"This is honestly the only makeup removed wipes I have found that don’t irritate my skin. I love these and I highly recommend. I have also tried the rose ones, they are also nice but these ones are my favorite.",2
"For my nighttime skincare routine, I use the double cleanse method when washing my face. I use this first to remove my makeup and follow up with a gel cleanser. Its effective at removing my makeup and I love the buttery smooth texture gliding on my skin; feels luxurious.I prefer it to the Farmacy Green Clean Cleansing Balm.",2
"Gifted by Fresh in exchange for a review. Love the subtle color it has, it’s sheer but you can build it up. The formula is very nice, it’s hydrating and makes my lips softer. I always have one of these in my purse.",2
"I received this as a sample and I love it! You barley need any to exfoliate the whole face. It felt amazing as I was using it. I don’t think I’ll be purchasing it though since the price is outragous. Maybe the .5 oz... but other than that, if I had the money for it, I would so purchase this in the large size!",1
"Product is light feeling on the skin. It has become a great part of my routine. Since I’m closer to 40, I’ve noticed more fine lines and wrinkles around my eyes. The results from this have already been noticeable and I’ve been trying it for a week.",2
Love how smooth and moisturizing this product is. The citrusy scent threw me a little but overall I think it’s a great base.,1
"I really like this product! It dries relatively quick so you aren’t left waiting forever. It isn’t TOO messy ( it is black, so be prepared) and is easy to rinse off. You can actually FEEL it working which is incredible.",1
"I wanted to love this but this balm is moreso a light and weak gloss. I expected more for a $17 tube. It does smell like pear, is clear,  and provides slight glossiness that is a tad sticky. Overall, would not purchase again because you have to keep reapplying for hydration and gloss. Not good for dryness. On a different note, I did love the sleeping mask and found it extremely hydrating.",0
Wow just love the way this multi tasks from a sleep mask to a lip balm I recently learned it has 4 berries in it that’s what gives the red hue but love the way my lips feel in the morning it’s crazy but I like this better then some of my more expensive lip treatments my lips are fuller!,2
THIS IS SO WORTH IT!!! YOU CAN SEE YOUR DEAD SKIN FALLING OFF IN JUST A FEW SECONDS!!!,2
"Got sample and didn’t notice anything good or bad, but after a week I got a rather larger zit. I can count on one hand how many breakouts I’ve had in 5 years. That was the clincher and in the trash it went. I don’t understand the reviews on this.",0
"I saw JStar and Tati talk about this stuff on YouTube and I was sooo skeptical about it because I have oily, oily, oily skin. I’m sooooo acne prone too and I’m in my mid twenties. You guys. I love this stuff. A tiny bit goes a long way and it feels so calming and nourishing on my face. I didn’t think I’d like it but after my cleansing regimen, I love this under makeup. My foundation glides so nicely over this. I’m not sure I’m going to love this in the Summer as much but we’ll see.",2
"This stuff is amazing! It feels so nice on my skin and makes it feel soft, supple, and moisturized. I use it daily and am loving it so much!!! It also has a nice clean smell that isn’t overpowering, which i also love because I’m not a fan of products with too much fragrance.",2
Love how it keeps my lips hydrated all day! It’s perfect for cold windy weather. Can be used day and night.,2
"I have very dry skin and it just drank this up!! I absolutely love how my skin has been looking after only a few days of use. It’s evened out my skin tone, my pores are less noticeable, and I really love how cooling it is and the watermelon scent is so pleasant!It’s easy to disperse into my hands and it feels so good when I apply it. It’s an amazing toner that I feel like I can’t live without!",2
"I received the cleansing balm in a Clinique kit recently.  I like that it’s non-scented so when I remove liquid lipstick there’s no fragrance taste leftover on my lips.  It works pretty good.  I have used it just as a regular cleanser and also to remove a full face of makeup: primer, foundation, eyeliner/shadow, setting spray etc.  I have a different cleansing balm I like better because it seems to remove liquid lip and eye makeup better (and it’s cheaper).  The Clinique balm took a few tries with the liquid lip and didn’t fully melt away the eye makeup.  Maybe I needed to use more.  As I’ve gotten older the area around my eyes are sensitive to makeup wipes and removers (especially milk products) so I like that this cleansing balm didn’t irritate my eyes upon application.  And my skin did feel soft and clean afterwards.",1
I do like this toner. Sometimes it feels harsh but I say I use this every other day and it definitely gets what my cleanser misses.,1
"I absolutely loveee this product! It is honestly the best for oily skin and maybe even for all skin types, it leaves the skin glowing and hydrated and definitely noticed a difference in my skin when I started using this!",2
Can’t get enough of this stuff! Really nice lip balm with the classic scent we all love. I have two of them because I don’t ever want to be without one,2
Amazing! This oil cleanser really broke down my make up and sunscreen and left my skin feeling soft and clean. Perfect for pre-cleansing before another cleanser .,2
"ok, i’m always skeptical about most skin products and I’ve used a lot of high end brands. I got this in a 500 pt reward gift and I have to say, it is really amazing, gentle AND effective! I even used it on my elbows and it made a difference. This will be my next purchase at Sephora for sure!! thank you ptr for a great product!!!",2
"Made me break out and overly dried my skin, I don’t recommend!",0
The ultra facial cream is my favorite kiehls product that i keep coming back to again and again. Its thick but not too heavy and perfect for the winter and summer alike. I continue to repurchase season after season.,2
I loved this facial mask since I’ve been looking for a high end mask that helps with hyperpigmentation and doesn’t dry me out. I’ve only been using it for a weeks but see an improvement on the look and feel of my skin. I would recommend that you have an already established skin care routine before using this.,1
I absolutely adore this product ! Its super hydrating and helped my dry skin!,2
"LOVE these cotton squares. I can remove all my makeup using one square ( and I do wear a full face of makeup). One side to do my eyes and flip it over and do my face. They are more expensive initialy but when I figured out how many cotton rounds I was using a day ( 4) versus one of these, this is hands down a better deal and it feels so soft!",2
It feels great! So light and airy yet moisturizing. It doesn’t weigh my eyes down or make my face feel tired. It actually lifts it up. I really enjoy this product.,2
I began using this as a sample and am totally hooked. The oil is not oily for my normal to dry skin and my skin texture and clarity is much healthier. I have never used a product where I can confidently say it was doing something better for my skin but here i totally can.,2
"I love this stuff on my elbows, hands, and when my face was getting some dry patches I used it. Not greasy at all. Great product! Worth a $12 tube because a little goes a long way.",2
I AM READY TO SEE IF DR DENNIS GROSS ALPHA BETA  EXTRA STRENGTH DAILY PEEL WOULD GIVE MY AGING SKIN A OVER ALL THAT WOULD YOU SEE THE DIFFERENCE IN MY SKIN AGING AND FINE LINES AROUND MY EYES AND MOUTH PLUS OVER ALL FRESH NEW SKIN SO ON DAY ONE I APPLY MY EXFOLIATE AND SMOOTH ON YOUR DRY SKIN YOU USE IT TILL PAD DRY AFTER MY TWO MINUTE WAIT I APPLY ANTI-AGING NEUTRALIZER WHICH I REPEATED THESE STEPS FOR THREE DAYS AND I NOTICED ON DAY ONE TREATMENT MY SKIN WAS BRINGING UP A NEW SKIN WITH A SMOOTH SOFT FEELING ON DAY TWO I NOTICED THAT MY DARKER SKIN TONE WAS LIGHTING UP ON DAY THREE I HAVE NOW SOFT SKIN LIGHTER TONE AND MY FINE LINES WHERE LESS NOTICEABLY I REALLY FEEL IF I CONTINUE USING DR DENNIS GROSS ALPHA BETA EXTRA STRENGTH DAILY PEELI WILL BE LOOKING A YEAR YOUNGER OR TWO WHICH MAKES YOUR WHOLE ATTITUDE FEEL SO GOOD ABOUT YOUR SELF SO DO NOT TAKE MY WORD I WOULD RECOMMEND THAT YOU GO OUT AND GET YOUR SELF THIS PRODUCT AND YOU WILL BE SURPRISED WHEN YOU GET PEOPLE HEAD TURNING TO GET A SECOND LOOK AT YOU !,2
"A great everyday sunscreen! Light, absorbs well, and layers under make up really nicely.",2
"I received this product free from influenster for my honest opinion. I used this for about two weeks I use it every other 3 days because I don’t want to damage my skin and dry it out. I use it during the morning and with the amazing orange scent, it totally wakes me up and gets me started! Since I don’t use it every day, it doesn’t dries out my skin completely instead it is hydrating and takes away a lot of my dead skin cells. I will definitely continue this as part of my morning routine",1
I received this in my trendmood volume 7 box and it is fantastic! Makes my skin feel super hydrated and good. Love it!,1
"Didn’t work for me... not nearly moisturizing enough, my face felt dry just an hour after applying a pretty thick layer. Didn’t see any pore improvement either.",0
I love Hyaluronic Acid. This serum is so sold for the skin to retain the skin’s moisture. I really noticed that my skin looks and feels more hydrated. Some of my dry patches have vanished. I can I say I will keep using this serum in my skincare routine. I love how everything from this brand is very affordable.,2
"I LOVE THIS CREAM! I have absolutely horrible eczema on my lower legs that have left with me dry itchy patches. They often itch so badly that I have scratched so hard and drawn blood. Anyway, my legs looked like a battlefield before this amazing tub of cream came along. I went from being ashamed of my legs to wearing shorts in 10 days. It hydrates like no other and I swear it has cleared up my eczema better than the expensive prescription steroid creams I was using. Buy it!! You will never try anything else.",2
"This is it. Everything I have ever looked for in a cleanser. I have tried RIDICULOUS amounts of other products on my quest to find something that works for my highly reactive, dry, blemish prone skin... This is the best because it cleanses incredibly well, removes all makeup, even eye makeup, and it doesn’t dry out or irritate at all! I follow up with the ultimate repair face lotion and my skin has never looked or felt this good!!",2
"I have acne prone skin and very oily too, so I have tried many products to try to improve the look of my face. And this is the best product I’ve ever used!  I use it once a day before bed and twice a week I mix Framboos with some Lala Retro. In a few days my blackheads are gone, the texture is great, my skin is softer and smoother, I also noticed some dark sposts lightening, my pores are more tight too. I’m in love with this product, it’s a holly grail!It is a powerful serum but does not irritate the skin like others I have tested.  Every night I am grateful to have tested this product, my skin is radiant like baby skin.",2
"Super fun product to use!  Pour the powder in your hand and add just a touch of water to make a paste. You can feel the micro-exfoliators as you scrub and it smells a bit like oatmeal, which is nice. It didn’t over exfoliate and it made my skin feel freshened and smooth.",1
Feels like air on my skin. Not sticky or slimy. It visibly reduced pores and fine lines in less than 5 minutes. High quality product!,2
"Amazing , smell nice very fast absorbing",2
As soon as you apply this into the skin you can see it plumping the skin. I Have been using this for over 2 months and I am seeing better results in my skin. Its pricey but well worth the money!,2
"Another hit from Fresh! Sometimes the scents can be too much for me but the scent did not irritate me at all, I love the ingredients of this new serum, specifically the niacinamide. My pores are not super visible but I feel like this serum refines the look of the pores on my cheeks. It gives me a glow and leaves me looking refreshed.",2
"I first tried this as part of the Skin Wonderland kit that was released this year and wow, it did not disappoint. I have sensitive eyes that typically react to makeup wipes and I’ve been shelling out big bucks for other cleansing oils that weren’t doing the best job. This product is unreal, it smells amazing, doesn’t irritate my eyes whatsoever and cuts through eyeliner, lash glue, heavy foundation etc with no problem. This has earned a lifetime spot in my skincare routine!",2
"LOVE this mask! I’ve had it for about a month now and it’s perfect for my skin type- sensitive, combo, acne. I leave it on over night and wake up with plumped and glowing skin! I plan on using it under makeup as a primer soon, too :) I also love the brand itself and their self-care Sunday tips on instagram each week. Can’t wait to see what else this Summer Fridays comes out with!",2
"it does the job and does it well!  It is thick, but soaks in quickly and is how it is so effective.",2
"I was skeptical of the rave reviews, but have to agree that this is a great product. I find it a little heavy to wear under foundation, but it works well as a quick weekend foundation substitute. It really does cover redness, although I found I still had to use a little concealer on a couple spots/broken capillaries.",1
"This cleanser is literally the best! I have tried several and this by far exceeds them all. Its non-drying, gentle and leaves my face nice and clean. It can also be used around the eye area with no irritation. One of my ffavorite attributes is the gentle foam it creates. I will always use this cleanser!",2
"After using this product my face felt great and the product wasn’t sticky like other serums! Love it!Would recommend to anyone who is looking for a good C serum. The smell is light, and didn’t cause any breakouts or blemishes.",2
I thought I would I would love it but it was so thick. I followed the direction of splash and then put the balm on. Double cleansed and used a toner afterward. I still was able to pick up some traces of makeup. I’ll stick to my Farmacy Green Clean Makeup Removing Cleansing Balm.,0
"my first time using and purchasing a toner! I’ve heard so much great things about this toner so I had to give it a try and it did not disappoint! it’s not only a pretty looking bottle, it also work it’s magic..",2
"I love all natural beauty care and I love this serum! Its pricey but I feel it enhances the radiance of my skin and effectively fades my dark sun and acne spots, evening my complexion. Its pricey but worth it. I’m putting 4 bottles in my budget for 2013..I tend to be a little heavy-handed with my beauty care products but I feel confident that I can make one bottle last for 3 months.",2
"I like this moisturizer a lot! I received it for free for testing purpose and I’m so happy I did. I think it smells nice, it reminds me of a creamsicle. Also I think it makes my skin nice and soft. It has not cause me to breakout and it adds a nice glow to my skin. Also the packaging is nice and straight forward. My only con to the product is it doesn’t have spf in it, which is important. But then again since it doesn’t have spf in it I can use the moisturizer for night and day!",1
"This product is legit, but not miraculous. I have a lot of acne, everywhere. It didn’t not do that much for my face acne, but it didn’t worsen it, it did diminish the amount of breakout I get when I’m on my period but did not reduce them by more than 40%. But for my back acne and chest acne, it did help quite a bit, they don’t get big zits anymore, just bumps and redness.Though, for a lower prices there are similar products you can get at the drugstore.This product is very refreshing and removes a lot of oil from my face, but it leaves my skin sticky and with a weird shine/glow in weird points of my face.In conclusion, it’s a decent product, but not a holy grail. Personally, it didn’t break me out, but did not solve my acne problem, so I will not be repurchasing.",1
Great product! Will definitely be buying this again.,2
"This product has seriously saved me. I have extremely dry skin, especially on my lips, and normally I suffer through the cold weather with dry, cracked, bleeding lips because nothing is strong enough. This somehow repairs everything overnight and I wake up with with the softest lips in the world. I find it works best when I apply a thick layer, which I assume was the mistake some of the negative reviewers made; if you apply this like a lip balm it is not going to give you the same results.",2
Instantly does the job . Incredible for no makeup makeup days or when you want to wear a bb cream . Perfect product for photo shoots . Easy application and Seamless blend,2
"This feels luxurious, lasts a long time, and dissolves waterproof mascara easily. I haven’t had breakouts, or any skin or eye sensitivity with it.",2
"Cannot stress this enough, AMAZING! I use this product 1-2 times a week at night and I wake up with a glow that resembles a day in the sun. I only use about 2-3 drops and mix it with a pea sized amount of moisturizer. Side note: do not forget to wash your hands off after or you’ll stain them!!",2
"I’ve been using this serum for about two weeks. I haven’t noticed any drastic changes yet, but it does go on smoothly and soaks into the skin well. There is virtually no scent and doesn’t irritate my skin.",1
"This is super moisturizing and lasts all day. Other products have left my face feeling tacky but this one is smooth, absorbs right into the skin and lasts all day. I have a combination skin type, it doesn’t make my face feel oily at all.",2
"if someone were to blind fold me and ask me how much I think this product was truly worth.. not seeing the brand or the packaging and having no idea where it came from, this is literally no different than the moisturizer I use and buy for 12$ spend your money elsewhere this is not worth almost 200$",0
Creamy and refreshing. I received this free  through #influenster and will absolutely purchase again.,2
